Company Name,Date,Net sales,Total expenses,Net Profit/(Loss) for the period from continuing operations (after tax),PBT,PBDIT,PAT as % of net sales,Sector
Tata Communications Ltd.,2002-12-31,10030.0,9662.0,818.0,1786.0,2142.0,8.16,Telecommunications
Tata Consumer Products Ltd.,2002-12-31,1914.1,1937.9,169.7,226.0,306.7,8.87,Plantations
Tata Elxsi Ltd.,2002-12-31,252.0,219.1,40.3,49.8,63.2,15.99,Computers
Tata Investment Corpn. Ltd.,2002-12-31,104.8,19.2,99.8,112.3,112.6,95.23,Finance
Tata Motors Ltd.,2002-12-31,21941.3,21546.3,757.1,1312.3,2868.0,3.45,Auto
Tata Power Co. Ltd.,2002-12-31,11477.8,10455.9,1459.7,1974.7,3627.8,12.72,Power
Tata Steel Ltd.,2002-12-31,22128.1,19763.1,2783.6,3612.1,5852.8,12.58,Steel
Tech Mahindra Ltd.,2002-12-31,1723.2,1261.5,461.7,560.0,606.0,26.79,Computers
Thermax Ltd.,2002-12-31,1150.2,1176.9,51.1,83.1,111.8,4.44,Infrastructure
Timken India Ltd.,2002-12-31,552.3,531.9,50.5,84.8,110.8,9.14,Bearings
Titan Company Ltd.,2002-12-31,2127.8,2067.5,45.6,52.1,220.8,2.14,Miscellaneous
Torrent Pharmaceuticals Ltd.,2002-12-31,1051.2,819.3,142.6,204.3,239.8,13.57,Pharmaceuticals
Trent Ltd.,2002-12-31,349.4,341.9,28.7,36.5,44.1,8.21,Retail
Trident Ltd.,2002-12-31,1077.3,1103.7,24.0,64.9,213.0,2.23,Textiles
U P L Ltd.,2002-12-31,444.0,465.7,34.3,34.3,175.4,7.73,Chemicals
Uflex Ltd.,2002-12-31,1765.6,1621.9,81.1,143.8,326.3,4.59,Packaging
Uno Minda Ltd.,2002-12-31,321.6,337.5,12.7,28.3,67.3,3.95,Auto
V I P Industries Ltd.,2002-12-31,720.4,689.4,-3.4,4.3,54.4,-0.47,Personal
V S T Industries Ltd.,2002-12-31,620.8,520.2,105.7,180.3,198.1,17.03,Cigarettes
Vaibhav Global Ltd.,2002-12-31,277.2,253.6,17.6,18.8,23.3,6.35,Retail
Vakrangee Ltd.,2002-12-31,73.1,42.9,30.2,32.8,40.4,41.31,Computers
Vardhman Textiles Ltd.,2002-12-31,2370.1,2225.8,105.2,154.2,392.4,4.44,Textiles
Vedanta Ltd.,2002-12-31,830.7,809.8,24.8,39.4,96.3,2.99,Mining
Vinati Organics Ltd.,2002-12-31,74.6,80.3,-5.5,-4.6,0.5,-7.37,Chemicals
Voltas Ltd.,2002-12-31,2512.4,2489.7,28.5,51.5,100.8,1.13,Diversified
Welspun India Ltd.,2002-12-31,927.9,899.4,65.0,80.8,161.1,7.01,Textiles
Westlife Development Ltd.,2002-12-31,6.2,12.4,0.8,1.3,1.3,12.9,Hotels
Whirlpool Of India Ltd.,2002-12-31,3112.9,3504.3,20.6,20.6,238.1,0.66,Consumer
Wipro Ltd.,2002-12-31,10214.0,8219.0,2215.0,2540.0,2897.0,21.69,Computers
Wockhardt Ltd.,2002-12-31,1773.0,1665.0,183.0,184.0,237.0,10.32,Pharmaceuticals
Zee Entertainment Enterprises Ltd.,2002-12-31,1240.0,1189.4,221.9,358.3,531.9,17.9,Media
Zensar Technologies Ltd.,2002-12-31,256.8,244.3,22.4,28.4,49.0,8.72,Computers
Zydus Lifesciences Ltd.,2002-12-31,1666.3,1548.7,172.9,251.5,365.8,10.38,Pharmaceuticals
3M India Ltd.,2003-03-31,604.7,573.3,62.4,106.9,121.4,10.32,Diversified
A B B India Ltd.,2003-03-31,2836.8,2830.3,87.5,139.5,185.4,3.08,Infrastructure
A C C Ltd.,2003-03-31,7392.9,7403.3,587.2,635.5,1261.8,7.94,Cement
A P L Apollo Tubes Ltd.,2003-03-31,109.1,106.5,2.6,3.4,3.3,2.38,Steel
Aarti Drugs Ltd.,2003-03-31,497.7,473.3,41.1,48.4,71.0,8.26,Pharmaceuticals
Aarti Industries Ltd.,2003-03-31,1146.5,1162.0,29.0,64.4,135.6,2.53,Chemicals
Abbott India Ltd.,2003-02-28,819.7,646.3,103.0,152.7,164.4,12.57,Pharmaceuticals
Adani Enterprises Ltd.,2003-03-31,6695.6,6133.1,372.2,392.5,443.6,5.56,Trading
Aegis Logistics Ltd.,2003-03-31,151.2,161.8,35.5,35.5,47.5,23.48,Transport
Ajanta Pharma Ltd.,2003-03-31,319.8,398.3,7.8,11.2,59.3,2.44,Pharmaceuticals
Akzo Nobel India Ltd.,2003-03-31,1321.2,1409.0,146.0,205.0,265.4,11.05,Paints
Alkyl Amines Chemicals Ltd.,2003-03-31,233.5,219.0,6.1,10.9,36.8,2.61,Chemicals
Alok Industries Ltd.,2003-03-31,2110.2,2104.7,109.7,174.9,390.0,5.2,Textiles
Amara Raja Batteries Ltd.,2003-03-31,400.4,410.9,-4.5,15.7,46.5,-1.12,Auto
Ambuja Cements Ltd.,2003-03-31,4721.1,3965.6,706.3,825.6,1447.9,14.96,Cement
Apollo Hospitals Enterprise Ltd.,2003-03-31,1153.0,1100.0,72.0,118.0,213.0,6.24,Hospitals
Apollo Tyres Ltd.,2003-03-31,4423.0,4094.7,455.8,566.0,679.7,10.31,Tyres
Asahi India Glass Ltd.,2003-03-31,587.1,500.0,59.0,82.0,129.9,10.05,Glass
Ashok Leyland Ltd.,2003-03-31,9060.3,6907.1,663.4,862.9,1225.8,7.32,Auto
Asian Paints Ltd.,2003-03-31,3587.4,3485.5,282.0,418.1,546.2,7.86,Paints
Astrazeneca Pharma India Ltd.,2003-03-31,322.2,309.4,27.3,54.4,65.5,8.47,Pharmaceuticals
Atul Ltd.,2003-03-31,1632.3,1601.2,210.6,236.9,371.2,12.9,Chemicals
Aurobindo Pharma Ltd.,2003-03-31,3367.4,3190.9,463.7,609.2,826.2,13.77,Pharmaceuticals
Avanti Feeds Ltd.,2003-03-31,181.1,190.5,1.5,6.4,21.6,0.83,Aquaculture
Axis Bank Ltd.,2003-03-31,3964.9,4556.7,605.3,954.1,3819.2,15.27,Banks
B A S F India Ltd.,2003-03-31,1116.7,1149.4,57.0,73.6,164.6,5.1,Chemicals
Bajaj Electricals Ltd.,2003-03-31,1585.1,1711.2,-33.7,-33.1,28.2,-2.13,Domestic
Bajaj Finance Ltd.,2003-03-31,267.1,240.1,106.9,165.1,240.7,40.02,Finance
Bajaj Holdings & Invst. Ltd.,2003-03-31,10930.5,9484.4,1507.8,1939.8,2393.1,13.79,Finance
Balkrishna Industries Ltd.,2003-03-31,864.2,800.2,99.6,128.8,176.7,11.53,Tyres
Balrampur Chini Mills Ltd.,2003-03-31,831.8,2620.6,143.5,181.1,266.5,17.25,Sugar
Bank Of Baroda,2003-03-31,15139.9,16538.1,1983.4,3260.6,12874.0,13.1,Banks
Bank Of India,2003-03-31,15348.7,18727.8,2825.3,3871.5,13825.0,18.41,Banks
Bata India Ltd.,2003-03-31,1433.2,1764.9,-65.7,-65.7,-9.1,-4.58,Leather
Bayer Cropscience Ltd.,2003-03-31,1213.6,1063.4,91.2,153.9,231.7,7.51,Chemicals
Berger Paints India Ltd.,2003-03-31,1366.8,1196.8,92.0,119.8,154.7,6.73,Paints
Bharat Electronics Ltd.,2003-03-31,12098.4,9739.9,1343.8,2053.9,2240.8,11.11,Electric
Bharat Forge Ltd.,2003-03-31,1926.4,1862.9,300.1,396.7,600.6,15.58,Castings
Bharat Heavy Electricals Ltd.,2003-03-31,31573.2,27894.1,3035.5,6231.8,6905.3,9.61,Infrastructure
Bharat Petroleum Corpn. Ltd.,2003-03-31,124562.0,128921.0,4474.0,7331.0,9127.0,3.59,Refineries
Birla Corporation Ltd.,2003-03-31,2745.5,2636.8,24.7,39.0,192.3,0.9,Cement
Birlasoft Ltd.,2003-03-31,213.9,186.5,27.4,29.9,35.3,12.81,Computers
Blue Dart Express Ltd.,2003-03-31,805.6,742.9,64.5,83.1,113.0,8.01,Couriers
Blue Star Ltd.,2003-03-31,2152.5,2002.2,199.3,273.3,307.9,9.26,Consumer
Bombay Burmah Trdg. Corpn. Ltd.,2003-03-31,287.7,347.3,0.8,1.8,38.8,0.28,Plantations
Borosil Renewables Ltd.,2003-03-31,140.6,136.7,0.1,1.5,8.5,0.07,Glass
Bosch Ltd.,2003-03-31,4320.8,4063.1,522.9,858.9,1146.6,12.1,Auto
Brightcom Group Ltd.,2003-03-31,7.9,7.4,0.5,0.7,2.3,6.33,Computers
Britannia Industries Ltd.,2003-03-31,3183.0,3178.0,291.0,432.0,527.0,9.14,Food
C C L Products (India) Ltd.,2003-03-31,186.7,199.7,-23.5,-23.5,-14.4,-12.59,Plantations
C E S C Ltd.,2003-03-31,5530.0,5690.0,-20.0,-20.0,1720.0,-0.36,Power
Can Fin Homes Ltd.,2003-03-31,369.8,297.5,72.9,93.5,337.4,19.71,Finance
Caplin Point Laboratories Ltd.,2003-03-31,13.2,15.2,-2.7,-2.7,1.4,-20.45,Pharmaceuticals
Capri Global Capital Ltd.,2003-03-31,1.3,6.2,-3.6,-3.6,-3.5,-276.92,Finance
Carborundum Universal Ltd.,2003-03-31,674.1,656.8,58.8,60.9,105.0,8.72,Abrasives
Castrol India Ltd.,2003-03-31,2486.5,2410.6,357.6,558.8,605.0,14.38,Lubricants
Ceat Ltd.,2003-03-31,3244.8,3576.3,34.7,57.7,337.8,1.07,Tyres
Century Plyboards (India) Ltd.,2003-03-31,320.9,318.3,15.0,20.4,24.6,4.67,Miscellaneous
Century Textiles & Inds. Ltd.,2003-03-31,5844.3,5826.9,182.2,209.2,781.5,3.12,Diversified
Chambal Fertilisers & Chemicals Ltd.,2003-03-31,4570.7,5142.1,-297.4,-297.4,363.0,-6.51,Fertilisers
Cholamandalam Financial Holdings Ltd.,2003-03-31,2747.9,2624.3,156.2,211.4,302.3,5.68,Miscellaneous
Cholamandalam Investment & Finance Co. Ltd.,2003-03-31,641.2,585.1,84.6,176.0,501.0,13.19,Finance
Cipla Ltd.,2003-03-31,3881.5,3773.6,467.3,505.7,581.2,12.04,Pharmaceuticals
City Union Bank Ltd.,2003-03-31,596.3,581.0,108.4,126.1,569.1,18.18,Banks
Colgate-Palmolive (India) Ltd.,2003-03-31,2326.4,2199.8,297.7,483.7,529.2,12.8,Personal
Container Corpn. Of India Ltd.,2003-03-31,3959.8,3406.3,679.3,1075.4,1198.8,17.15,Transport
Coromandel International Ltd.,2003-03-31,1620.0,1274.9,36.8,71.9,131.3,2.27,Fertilisers
Crisil Ltd.,2003-03-31,182.2,157.0,51.4,82.4,101.3,28.21,Miscellaneous
Cummins India Ltd.,2003-03-31,2257.9,2091.7,376.5,455.2,540.3,16.67,Engines
Cyient Ltd.,2003-03-31,324.2,259.5,70.1,82.8,123.5,21.62,Computers
D C M Shriram Ltd.,2003-03-31,2705.9,2418.7,257.6,334.9,596.3,9.52,Diversified
D L F Ltd.,2003-03-31,650.0,680.2,-30.2,-30.2,-14.2,-4.65,Construction
Dabur India Ltd.,2003-03-31,2952.0,2605.1,165.6,178.7,257.5,5.61,Personal
Deepak Fertilisers & Petrochemicals Corpn. Ltd.,2003-03-31,1354.2,985.7,298.8,455.7,584.7,22.06,Fertilisers
Deepak Nitrite Ltd.,2003-03-31,646.9,654.0,51.9,60.7,104.1,8.02,Chemicals
Dhanuka Agritech Ltd.,2003-03-31,43.6,31.1,-0.5,-0.5,3.4,-1.15,Chemicals
Dr. Reddy'S Laboratories Ltd.,2003-03-31,4004.2,2987.3,1195.9,1195.9,1364.8,29.87,Pharmaceuticals
E I D-Parry (India) Ltd.,2003-03-31,2928.5,3451.9,147.4,159.4,332.6,5.03,Sugar
E I H Ltd.,2003-03-31,1121.7,1176.4,174.2,322.1,506.4,15.53,Hotels
E P L Ltd.,2003-03-31,453.0,388.0,73.0,106.0,175.0,16.11,Packaging
Eicher Motors Ltd.,2003-03-31,1838.4,1638.2,97.5,149.1,211.5,5.3,Auto
Elgi Equipments Ltd.,2003-03-31,681.2,611.3,40.9,64.3,84.6,6.0,Compressors
Emami Ltd.,2003-03-31,401.3,388.3,22.8,33.6,39.5,5.68,Personal
Engineers India Ltd.,2003-03-31,5100.9,4875.6,344.5,491.2,512.5,6.75,Infrastructure
Esab India Ltd.,2003-03-31,291.7,309.8,3.8,6.0,23.0,1.3,Electrodes
Escorts Kubota Ltd.,2003-03-31,2213.2,2845.5,678.7,831.9,1031.1,30.67,Auto
Exide Industries Ltd.,2003-03-31,2404.5,2214.5,177.4,262.4,415.1,7.38,Auto
F D C Ltd.,2003-03-31,486.5,488.2,74.0,98.5,110.2,15.21,Pharmaceuticals
Federal Bank Ltd.,2003-03-31,2830.9,3176.8,225.5,438.4,2315.8,7.97,Banks
Finolex Cables Ltd.,2003-03-31,1359.8,1193.4,25.0,26.5,138.7,1.84,Cables
Finolex Industries Ltd.,2003-03-31,1951.0,1919.9,97.4,225.9,382.1,4.99,Petrochemicals
G A I L (India) Ltd.,2003-03-31,30742.3,26939.9,5631.3,8383.0,10209.8,18.32,Oil Drilling And Exploration
G H C L Ltd.,2003-03-31,1143.4,966.7,148.8,148.9,266.1,13.01,Chemicals
G M M Pfaudler Ltd.,2003-03-31,149.1,149.4,16.1,24.2,29.5,10.8,Engineering
Garware Technical Fibres Ltd.,2003-03-31,474.2,475.1,22.2,26.7,54.2,4.68,Textiles
Gillette India Ltd.,2003-03-31,857.9,742.9,81.7,160.0,199.6,9.52,Personal
Glaxosmithkline Pharmaceuticals Ltd.,2003-03-31,2588.5,2264.8,350.9,551.9,595.6,13.56,Pharmaceuticals
Glenmark Pharmaceuticals Ltd.,2003-03-31,999.3,855.6,93.1,140.2,189.6,9.32,Pharmaceuticals
Godfrey Phillips India Ltd.,2003-03-31,1478.5,1293.3,171.7,258.1,288.4,11.61,Cigarettes
Godrej Industries Ltd.,2003-03-31,1890.3,1963.9,155.2,269.3,385.9,8.21,Personal
Granules India Ltd.,2003-03-31,173.4,165.0,9.3,11.6,22.6,5.36,Pharmaceuticals
Graphite India Ltd.,2003-03-31,1292.6,1057.7,128.3,131.1,234.5,9.93,Electrodes
Grasim Industries Ltd.,2003-03-31,12191.9,13576.1,4.9,564.9,1628.4,0.04,Diversified
Great Eastern Shipping Co. Ltd.,2003-03-31,2641.4,1943.5,931.1,1074.5,1560.0,35.25,Shipping
Greaves Cotton Ltd.,2003-03-31,1587.8,1577.2,62.6,62.6,224.6,3.94,Engines
Grindwell Norton Ltd.,2003-03-31,537.0,503.0,62.0,95.0,113.0,11.55,Abrasives
Gujarat Alkalies & Chemicals Ltd.,2003-03-31,2590.9,2541.2,212.6,435.8,647.3,8.21,Chemicals
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,2003-03-31,3886.6,3595.2,299.7,527.2,923.0,7.71,Fertilisers
Gujarat State Fertilizers & Chemicals Ltd.,2003-03-31,4524.3,5322.3,-812.2,-812.0,-37.1,-17.95,Fertilisers
H C L Technologies Ltd.,2003-03-31,2302.3,1718.4,713.0,746.2,873.3,30.97,Computers
H D F C Bank Ltd.,2003-03-31,5528.3,5582.3,1166.2,1694.0,4802.0,21.1,Banks
H E G Ltd.,2003-03-31,1439.7,1404.4,103.2,111.3,205.6,7.17,Electrodes
H F C L Ltd.,2003-03-31,2656.4,2866.8,54.3,54.3,434.9,2.04,Telecommunications
H L E Glascoat Ltd.,2003-03-31,52.4,44.2,2.8,4.3,8.2,5.34,Glass
Hatsun Agro Products Ltd.,2003-03-31,848.1,847.6,1.5,7.3,55.4,0.18,Food
Havells India Ltd.,2003-03-31,732.6,702.3,8.7,12.1,49.7,1.19,Electric
Heidelberg Cement India Ltd.,2003-03-31,1107.0,1113.5,78.0,78.0,225.0,7.05,Cement
Hero Motocorp Ltd.,2003-03-31,12154.0,10787.9,1489.6,2215.8,2394.3,12.26,Auto
Hikal Ltd.,2003-03-31,394.6,321.6,81.4,81.4,138.3,20.63,Pharmaceuticals
Hindalco Industries Ltd.,2003-03-31,13316.0,13193.0,196.0,790.0,1882.0,1.47,Steel
Hindustan Copper Ltd.,2003-03-31,1130.3,1451.1,-278.8,-278.8,-78.0,-24.67,Metals
Hindustan Petroleum Corpn. Ltd.,2003-03-31,136968.4,138717.6,6341.2,10534.8,12377.4,4.63,Refineries
Hindustan Unilever Ltd.,2003-03-31,22837.0,21843.0,3829.2,4992.5,5318.4,16.77,Personal
Hindustan Zinc Ltd.,2003-03-31,5069.4,3677.8,498.8,656.9,936.4,9.84,Metals
Honeywell Automation India Ltd.,2003-03-31,1101.1,1023.6,93.8,96.7,125.8,8.52,Telecommunications
Housing & Urban Devp. Corpn. Ltd.,2003-03-31,5811.3,5444.4,1203.9,1934.6,6355.7,20.72,Construction
Housing Development Finance Corpn. Ltd.,2003-03-31,7891.7,5530.8,2391.9,2953.8,7668.9,30.31,Finance
I C I C I Bank Ltd.,2003-03-31,24340.1,26781.0,3376.8,4533.8,24490.2,13.87,Banks
I D B I Bank Ltd.,2003-03-31,18410.0,17100.0,2090.0,2830.0,13880.0,11.35,Bank - Private
I F B Industries Ltd.,2003-03-31,361.5,799.0,-383.9,-383.9,-132.2,-106.2,Consumer
I T C Ltd.,2003-03-31,15198.6,11848.9,3234.2,4683.7,5384.9,21.28,Diversified
I T I Ltd.,2003-03-31,6497.0,8777.6,-1869.8,-1869.8,-1226.3,-28.78,Telecommunications
India Cements Ltd.,2003-03-31,2065.2,3060.1,-597.4,-597.4,428.6,-28.93,Cement
Indian Hotels Co. Ltd.,2003-03-31,1719.0,1817.0,256.4,383.6,571.3,14.92,Hotels
Indian Oil Corpn. Ltd.,2003-03-31,306752.2,305778.0,21996.5,28106.1,34458.3,7.17,Refineries
Indian Overseas Bank,2003-03-31,8853.7,9554.6,1382.2,1382.2,6992.2,15.61,Banks
Indusind Bank Ltd.,2003-03-31,2305.3,2975.4,36.6,36.6,1367.5,1.59,Banks
Infosys Ltd.,2003-03-31,10198.5,7882.3,2590.0,3150.0,3677.5,25.4,Computers
Ipca Laboratories Ltd.,2003-03-31,1211.2,1003.3,113.9,160.1,194.9,9.4,Pharmaceuticals
Ircon International Ltd.,2003-03-31,2032.2,2025.1,85.4,149.6,203.5,4.2,Engineering
J B Chemicals & Pharmaceuticals Ltd.,2003-03-31,628.5,567.4,122.7,165.1,189.2,19.52,Pharmaceuticals
J K Lakshmi Cement Ltd.,2003-03-31,925.8,1069.5,-165.7,-165.7,39.1,-17.9,Cement
J K Paper Ltd.,2003-03-31,1482.4,1372.6,97.4,164.0,347.5,6.57,Paper
J M Financial Ltd.,2003-03-31,4.4,5.4,-0.2,-0.2,-0.2,-4.55,Finance
J S W Steel Ltd.,2003-03-31,8175.5,9605.4,892.1,891.5,2842.0,10.9,Steel
Jamna Auto Inds. Ltd.,2003-03-31,188.9,211.5,-29.1,-29.1,-4.6,-15.4,Auto
Jindal Steel & Power Ltd.,2003-03-31,3045.1,2992.7,144.9,334.2,640.4,4.76,Steel
Johnson Controls-Hitachi Air Conditioning India Ltd.,2003-03-31,381.4,591.4,-122.3,-122.3,-89.3,-32.07,Consumer
Jubilant Pharmova Ltd.,2003-03-31,1829.0,1778.0,100.0,163.0,289.0,5.47,Pharmaceuticals
K I O C L Ltd.,2003-03-31,,,,,,,Steel
K R B L Ltd.,2003-03-31,1206.2,1217.9,27.9,45.8,96.5,2.31,Food
K S B Ltd.,2003-03-31,639.0,628.0,77.0,100.0,127.0,12.05,Pumps
Kajaria Ceramics Ltd.,2003-03-31,591.5,651.6,41.5,44.8,129.1,7.02,Ceramics
Kalpataru Power Transmission Ltd.,2003-03-31,1153.8,909.2,35.2,51.3,86.0,3.05,Power
Kansai Nerolac Paints Ltd.,2003-03-31,1591.2,1500.3,86.5,112.4,200.3,5.44,Paints
Kei Industries Ltd.,2003-03-31,257.6,289.3,1.0,1.0,21.1,0.39,Power
Kotak Mahindra Bank Ltd.,2003-03-31,552.6,700.3,100.6,171.1,414.8,18.2,Banks
L I C Housing Finance Ltd.,2003-03-31,2838.7,2217.9,746.9,1003.7,2519.9,26.31,Finance
La Opala R G Ltd.,2003-03-31,99.3,98.8,4.7,5.3,7.7,4.73,Glass
Lakshmi Machine Works Ltd.,2003-03-31,1680.4,1544.8,85.0,134.8,211.2,5.06,Textiles
Larsen & Toubro Ltd.,2003-03-31,31754.5,30930.9,2656.3,3251.3,4351.7,8.37,Infrastructure
Lupin Ltd.,2003-03-31,2484.1,2342.0,22.8,39.7,247.3,0.92,Pharmaceuticals
M M T C Ltd.,2003-03-31,13582.4,13643.8,24.9,39.9,48.8,0.18,Trading
M R F Ltd.,2003-03-31,5189.4,5670.8,682.5,975.4,1292.7,13.15,Tyres
Maharashtra Scooters Ltd.,2003-03-31,88.9,141.3,-16.9,-2.0,3.5,-19.01,Auto
Mahindra & Mahindra Ltd.,2003-03-31,11230.6,10504.9,486.8,488.3,1203.5,4.33,Auto
Mahindra Lifespace Developers Ltd.,2003-03-31,134.4,244.4,6.1,23.5,37.0,4.54,Construction
Mangalore Refinery & Petrochemicals Ltd.,2003-03-31,20092.1,22677.0,-803.4,-803.3,1749.3,-4.0,Refineries
Marico Ltd.,2003-03-31,1904.6,1836.0,150.8,170.5,202.5,7.92,Personal
Mastek Ltd.,2003-03-31,307.1,258.5,54.0,54.0,86.2,17.58,Computers
Max Financial Services Ltd.,2003-03-31,278.0,929.7,-553.8,-553.8,-468.8,-199.21,Finance
Mphasis Ltd.,2003-03-31,564.6,396.5,199.8,224.0,224.0,35.39,Computers
N C C Ltd.,2003-03-31,1259.3,1204.2,62.1,85.1,143.7,4.93,Construction
N H P C Ltd.,2003-03-31,2781.2,2316.8,1772.8,2001.4,2458.3,63.74,Power
N L C India Ltd.,2003-03-31,9239.9,6966.8,6022.5,8146.9,8989.0,65.18,Power
N M D C Ltd.,2003-03-31,3608.5,2944.6,1079.2,1396.2,1514.7,29.91,Mining
N T P C Ltd.,2003-03-31,49652.0,48416.0,9236.0,15002.0,20314.0,18.6,Power
Natco Pharma Ltd.,2003-03-31,248.0,310.8,38.5,40.4,73.0,15.52,Pharmaceuticals
National Aluminium Co. Ltd.,2003-03-31,7225.0,6024.2,1755.3,2490.1,3663.7,24.29,Aluminium
Nesco Ltd.,2003-03-31,52.0,27.4,28.1,28.1,30.8,54.04,Diversified
Nestle India Ltd.,2003-03-31,5981.0,5445.2,747.0,1178.9,1303.2,12.49,Food
Nocil Ltd.,2003-03-31,619.6,1129.2,-442.5,-439.8,-346.5,-71.42,Petrochemicals
Oil & Natural Gas Corpn. Ltd.,2003-03-31,96835.1,64557.3,36784.6,56784.6,69799.5,37.99,Oil Drilling And Exploration
P C B L Ltd.,2003-03-31,1158.1,1134.9,26.9,42.5,124.3,2.32,Carbon
P I Industries Ltd.,2003-03-31,581.1,537.7,-0.2,-1.4,43.6,-0.03,Chemicals
Patanjali Foods Ltd.,2003-03-31,11575.1,11161.5,38.4,87.9,183.1,0.33,Vegetable
Pfizer Ltd.,2003-02-28,1010.1,1212.2,78.9,130.0,150.3,7.81,Pharmaceuticals
Phoenix Mills Ltd.,2003-03-31,12.9,70.2,13.5,13.5,32.8,104.65,Construction
Pidilite Industries Ltd.,2003-03-31,1247.4,1136.6,71.4,100.5,165.8,5.72,Chemicals
Poly Medicure Ltd.,2003-03-31,99.6,93.3,7.3,12.3,19.5,7.33,Hospitals
Polyplex Corporation Ltd.,2003-03-31,397.4,381.4,42.2,58.3,99.5,10.62,Packaging
Power Finance Corpn. Ltd.,2003-03-31,5720.0,3808.3,2492.1,2924.6,6103.1,43.57,Finance
Power Grid Corpn. Of India Ltd.,2003-03-31,5334.2,4709.2,2868.5,3075.2,6393.1,53.78,Power
Praj Industries Ltd.,2003-03-31,357.5,379.0,6.0,20.4,34.1,1.68,Engineering
Prism Johnson Ltd.,2003-03-31,942.8,1024.9,-111.0,-110.9,50.6,-11.77,Cement
Privi Speciality Chemicals Ltd.,2003-03-31,44.7,53.4,-2.4,1.2,5.9,-5.37,Chemicals
Procter & Gamble Health Ltd.,2003-03-31,768.1,686.9,74.2,114.0,142.9,9.66,Pharmaceuticals
Procter & Gamble Hygiene & Health Care Ltd.,2003-03-31,977.0,909.8,147.7,207.6,233.0,15.12,Personal
Punjab & Sind Bank,2003-03-31,3275.6,4728.9,12.4,141.9,2219.8,0.38,Banks
Punjab National Bank,2003-03-31,19659.1,20776.4,2405.4,2707.6,12851.1,12.24,Banks
R E C Ltd.,2003-03-31,8307.0,4633.4,3714.0,4969.3,7913.9,44.71,Banks
Rain Industries Ltd.,2003-03-31,414.1,562.5,-199.3,-199.3,-99.2,-48.13,Cement
Rajesh Exports Ltd.,2003-03-31,590.0,551.5,-54.2,-46.2,-4.0,-9.19,Metals
Rallis India Ltd.,2003-03-31,2290.5,2792.2,-590.3,-590.3,-419.3,-25.77,Chemicals
Ramco Cements Ltd.,2003-03-31,1685.8,1613.0,67.2,121.0,446.7,3.99,Cement
Rashtriya Chemicals & Fertilizers Ltd.,2003-03-31,6280.5,5468.0,591.9,592.1,831.8,9.42,Fertilisers
Ratnamani Metals & Tubes Ltd.,2003-03-31,261.2,202.0,4.2,8.0,21.8,1.61,Steel
Relaxo Footwears Ltd.,2003-03-31,469.5,462.6,14.5,18.4,27.6,3.09,Leather
Reliance Industries Ltd.,2003-03-31,127550.0,138700.0,11010.0,11480.0,23590.0,8.63,Refineries
S K F India Ltd.,2003-03-31,1064.2,1060.8,49.9,81.7,164.0,4.69,Bearings
S R F Ltd.,2003-03-31,1891.0,1906.9,57.4,93.5,313.8,3.04,Diversified
Sanofi India Ltd.,2003-03-31,1407.0,1663.0,190.0,281.0,326.0,13.5,Pharmaceuticals
Saregama India Ltd.,2003-03-31,164.5,287.8,-69.9,-69.9,-55.0,-42.49,Media
Schaeffler India Ltd.,2003-03-31,590.6,591.9,44.6,62.9,112.8,7.55,Bearings
Shipping Corpn. Of India Ltd.,2003-03-31,6909.7,5967.9,1274.9,1284.6,1995.5,18.45,Shipping
Shree Cement Ltd.,2003-03-31,1160.6,1041.5,102.6,102.6,264.6,8.84,Cement
Shriram Transport Finance Co. Ltd.,2003-03-31,434.6,388.7,73.1,125.9,330.0,16.82,Finance
Siemens Ltd.,2003-03-31,3896.9,3769.4,359.7,524.0,585.3,9.23,Infrastructure
Sonata Software Ltd.,2003-03-31,209.5,171.3,41.2,45.3,50.5,19.67,Computers
Spicejet Ltd.,2003-02-28,,12.8,-3.5,-3.5,-1.7,,Transport
State Bank Of India,2003-03-31,80206.7,94895.2,7375.5,14456.0,66989.1,9.2,Banks
Steel Authority Of India Ltd.,2003-03-31,56069.6,47994.6,2416.5,2416.5,8204.1,4.31,Steel
Sterlite Technologies Ltd.,2003-03-31,384.0,777.4,-241.7,-241.5,-111.0,-62.94,Cables
Strides Pharma Science Ltd.,2003-03-31,411.5,458.4,-54.6,-51.3,53.6,-13.27,Pharmaceuticals
Sudarshan Chemical Inds. Ltd.,2003-03-31,669.7,647.6,6.8,14.8,75.8,1.02,Dyes
Sun Pharmaceutical Inds. Ltd.,2003-03-31,2101.6,1380.9,741.7,793.6,832.0,35.29,Pharmaceuticals
Sundaram-Clayton Ltd.,2003-03-31,836.5,809.6,122.8,163.5,199.6,14.68,Auto
Sundram Fasteners Ltd.,2003-03-31,1264.4,1166.5,136.1,198.1,232.6,10.76,Fasteners
Sunteck Realty Ltd.,2003-03-31,0.2,0.2,0.0,0.0,0.0,0.0,Construction
Supreme Industries Ltd.,2003-03-31,1568.9,1531.6,15.7,16.7,183.8,1.0,Plastics
Swan Energy Ltd.,2003-03-31,8.1,86.4,-78.3,-78.3,-3.6,-966.67,Trading
Symphony Ltd.,2003-03-31,66.1,113.9,-7.1,-7.1,4.0,-10.74,Consumer
T T K Prestige Ltd.,2003-03-31,249.5,322.7,-16.9,-16.9,10.9,-6.77,Domestic
